registration,make,model,procSpeed
7WcTKAe,Razer,Blade,3.1
4oiiYeh,Razer,Blade,3.4
2SvfIhF,Razer,Blade,3.1
aXGidk7,Razer,Blade,3.6
TXRi1xX,Razer,Blade,3.1
FaTI9cc,Acer,Predator,3.0
IuVnJxs,Razer,Blade,3.0
4JqX5Dl,Lenovo,Legion,3.7
yu8vzYL,MSI,Raider,3.0
rFka9Ow,Razer,Blade,3.4
PzKTtKt,HP,Omen,3.1
TCHrXpM,Alienware,Area-51,3.7
rgSAt2i,Razer,Blade,3.4
YMAwt1h,Razer,Blade,3.4
4yRicai,Razer,Blade,3.5
WfPrCqI,Lenovo,Legion,3.6
g615GtV,Razer,Blade,3.4
GIoG6yJ,Razer,Blade,3.2
woviBhl,Asus,ROG,3.8
GLQvGGb,HP,Omen,3.4
diBB3nJ,Acer,Predator,3.1
3CzHEJM,Lenovo,Legion,3.6
KVM2t8b,Razer,Blade,3.8
ojjUuCK,Razer,Blade,3.5
ge2jK1o,Razer,Blade,3.1
4bggIMi,Asus,ROG,3.2
T0dnE5N,MSI,Raider,3.4
bLcbrdA,Razer,Blade,3.8
msDV3TR,HP,Omen,3.8
76UvJrm,Razer,Blade,3.0
nSSMulX,Razer,Blade,3.2
9IIRAEH,Razer,Blade,3.8
VdOd7cw,Razer,Blade,3.3
abcwdQL,HP,Omen,3.7
ndQ5wq0,Razer,Blade,3.8
68qxYLr,Razer,Blade,3.5
MHJ5aB9,Razer,Blade,3.5
aOUVbBT,MSI,Raider,3.3
t8kXule,MSI,Raider,3.6
WKd18r6,MSI,Raider,3.4
kjfH9CC,Lenovo,Legion,3.1
dpxCcVu,Razer,Blade,3.3
mlbyHNV,Razer,Blade,3.1
MdrAZwW,Razer,Blade,3.3
LPkVdDE,Lenovo,Legion,3.2
7syUleM,Razer,Blade,3.8
O3Jv8Um,Asus,ROG,3.7
abi3EMm,MSI,Raider,3.6
oan6BDj,Lenovo,Legion,3.1
bCgyZcM,Razer,Blade,3.8
dwi7C5G,Razer,Blade,3.2
JkFbo4u,Acer,Predator,3.4
p49onYy,Razer,Blade,3.2
2IgrgKj,Razer,Blade,3.0
9ee4syO,Razer,Blade,3.8
1d1UZq6,Razer,Blade,3.4
WbAs2nn,Razer,Blade,3.2
HPPYTvv,Razer,Blade,3.3
ee2uoFH,Razer,Blade,3.0
mikzoLJ,Acer,Predator,3.5
G1ga4oi,Razer,Blade,3.6
gdtdVRV,Razer,Blade,3.2
gJSppV1,Razer,Blade,3.6
L2ECKnq,Razer,Blade,3.5
RgaG4sM,Razer,Blade,3.3
gLJGOtB,Razer,Blade,3.1
CREJSvZ,Alienware,Area-51,3.7
rDes3lx,Razer,Blade,3.2
PaFApeU,Razer,Blade,3.3
aqlXWtn,Razer,Blade,3.0
MDPfhvR,MSI,Raider,3.6
8Ca6ihN,Razer,Blade,3.2
100AEj2,Razer,Blade,3.5
QuuLRqB,Razer,Blade,3.1
yUMP7uq,Razer,Blade,3.6
dNqnVF1,Razer,Blade,3.0
p75y1DX,Razer,Blade,3.4
XR5MhlN,Razer,Blade,3.3
Ca7S7eu,Razer,Blade,3.1
6jV38bc,Razer,Blade,3.8
AqqLCFD,Razer,Blade,3.2
Kc41KW2,Razer,Blade,3.5
tMKDW49,Alienware,Area-51,3.3
4uZarUB,Razer,Blade,3.8
3nDIqXs,Razer,Blade,3.2
oImLGsK,Razer,Blade,3.4
iHhkBQ9,Razer,Blade,3.4
mtJsgCv,HP,Omen,3.3
LOsMLgZ,Razer,Blade,3.2
2JpDq8S,Alienware,Area-51,3.0
P15lS3e,MSI,Raider,3.0
WBU4oQ0,Razer,Blade,3.1
jxHrVDd,Razer,Blade,3.2
0RTQIiE,Razer,Blade,3.1
S1ghfIG,Asus,ROG,3.7
XDe1pM3,Razer,Blade,3.4
RzDba0J,MSI,Raider,3.1
rHRrxP1,Lenovo,Legion,3.3
QmJrHRw,Lenovo,Legion,3.2
6DkPJvK,Lenovo,Legion,3.4
n6kqzBP,Razer,Blade,3.4
2HULVM5,Razer,Blade,3.7
Gb0MKAA,Asus,ROG,3.1
Fky8jZP,Razer,Blade,3.6
2m7dTEP,Razer,Blade,3.1
OUF83B4,Razer,Blade,3.1
U38rCem,Razer,Blade,3.4
5F35VqT,Acer,Predator,3.3
eYFgt7V,Razer,Blade,3.8
AZrA9Qi,Razer,Blade,3.8
u5zN56Z,Razer,Blade,3.0
wQ1e9X2,Razer,Blade,3.4
767BuLt,MSI,Raider,3.5
ScThEo3,HP,Omen,3.5
EdmJzme,Razer,Blade,3.2
7yZQ7XB,Lenovo,Legion,3.8
bkgcsyP,HP,Omen,3.3
oREbfxI,Razer,Blade,3.8
Hpc3ocb,MSI,Raider,3.6
YzztPIZ,Razer,Blade,3.3
n1xghyW,Alienware,Area-51,3.7
rQ7hxew,Razer,Blade,3.6
zgXPrIy,Asus,ROG,3.1
WPtPFnJ,Acer,Predator,3.6
oq2dDm2,Alienware,Area-51,3.3
bpKNan6,Razer,Blade,3.6
C42nV2a,Razer,Blade,3.7
QFPpWrL,MSI,Raider,3.3
DGpIPOn,Razer,Blade,3.1
YxCD2CL,MSI,Raider,3.1
XBsNk2z,Razer,Blade,3.1
YUrD874,Razer,Blade,3.0
DtxjB6M,Razer,Blade,3.8
a8ZVyLi,Razer,Blade,3.5
9sYQZI9,Alienware,Area-51,3.5
vbNNU6d,Razer,Blade,3.8
QaPyQG8,Razer,Blade,3.6
buQ9BsO,Razer,Blade,3.8
SUQvGTl,Razer,Blade,3.1
Qt6SnDh,Asus,ROG,3.0
jrQAbo0,HP,Omen,3.3
pm2RoYW,Razer,Blade,3.6
BmziVxk,Lenovo,Legion,3.2
psUCM4x,Alienware,Area-51,3.3
Py28HRz,Razer,Blade,3.2
goIikrf,Razer,Blade,3.4
gddm97H,Lenovo,Legion,3.7
xXuqgwG,Razer,Blade,3.8
c5gAuB2,Razer,Blade,3.2
QRmsZR4,Lenovo,Legion,3.6
wGvBb81,Alienware,Area-51,3.5
xcHkiMc,Razer,Blade,3.6
xtDvUWT,Acer,Predator,3.3
HbpdqQ0,Razer,Blade,3.2
BvH8PIB,Razer,Blade,3.6
iWmEH8B,Razer,Blade,3.1
9ZcOEls,HP,Omen,3.1
PvhSY71,Razer,Blade,3.7
ArvtdS2,Razer,Blade,3.8
p5Ao77D,Lenovo,Legion,3.8
HRSM4lu,Asus,ROG,3.7
vUoWQ0R,Alienware,Area-51,3.3
Xvc9sfX,HP,Omen,3.3
u9Pxmn8,Razer,Blade,3.4
l8rsDV9,HP,Omen,3.1
hL4o0fy,Asus,ROG,3.4
dDDJYEN,Asus,ROG,3.5
L2oIx5i,Razer,Blade,3.4
zU4QeSf,Alienware,Area-51,3.6
w3qf7Be,Lenovo,Legion,3.6
uqv3j8p,Razer,Blade,3.0
X9iGHmi,Razer,Blade,3.6
taNjYRU,Razer,Blade,3.8
X5rnGde,HP,Omen,3.3
QCWcsFN,Razer,Blade,3.2
ENnjsbN,Razer,Blade,3.0
Z7Dg7Jy,Razer,Blade,3.5
87mtN00,Asus,ROG,3.4
FcSHjnR,Razer,Blade,3.3
kX9kWFx,Razer,Blade,3.2
FzH1NH4,Acer,Predator,3.2
dd66dkU,Asus,ROG,3.5
71OI2J0,Razer,Blade,3.2
lZVs06n,Lenovo,Legion,3.5
kQWvg64,Lenovo,Legion,3.6
RzDHEGk,Razer,Blade,3.6
WY8y067,Alienware,Area-51,3.4
hhRHFOE,Razer,Blade,3.5
3kCJgA9,Razer,Blade,3.2
cAcnZse,Asus,ROG,3.4
pZk6CJt,Razer,Blade,3.4
uC74fDO,Razer,Blade,3.6
HZORGMU,Razer,Blade,3.6
QFr00VD,Razer,Blade,3.5
CHzIuTN,Razer,Blade,3.0
LQNd8m6,Razer,Blade,3.1
4Dizd5S,Razer,Blade,3.2
I2i2lb2,Alienware,Area-51,3.6
WE6xJkh,Acer,Predator,3.6
z2lEbNM,HP,Omen,3.3
QKwhHkj,MSI,Raider,3.6
rKI6Hsw,HP,Omen,3.4
PvcZqc0,Razer,Blade,3.8
KRBuG3g,Asus,ROG,3.2
nhmlVn2,HP,Omen,3.3
XINZzJE,Alienware,Area-51,3.3
1den2oO,Razer,Blade,3.5
1cj7oK1,Razer,Blade,3.5
JuXPWAV,Acer,Predator,3.2
ktQIxVM,Razer,Blade,3.8
e3DTHBo,Razer,Blade,3.4
FgLQSU8,Razer,Blade,3.2
bwVZ3EG,Asus,ROG,3.1
KEJ8v3k,Asus,ROG,3.7
2TueVr7,Alienware,Area-51,3.3
c2Z9KoR,Razer,Blade,3.8
Heu3A2q,Razer,Blade,3.5
ely148V,Razer,Blade,3.8
Cqemnid,Razer,Blade,3.4
mRbSh4A,Razer,Blade,3.0
2eiG1mu,Asus,ROG,3.0
TOL6RkU,Asus,ROG,3.5
IB1toJ7,Razer,Blade,3.3
w80oe6g,Razer,Blade,3.5
HEzuKx5,Razer,Blade,3.2
5uU4Gwe,Razer,Blade,3.0
chOWzvY,Razer,Blade,3.5
l2yqV2N,Razer,Blade,3.7
tFaTWJP,Razer,Blade,3.3
BRcnAEU,Razer,Blade,3.2
gKVCqSn,Alienware,Area-51,3.8
ffoNAbS,Asus,ROG,3.4
8eyaTSU,Razer,Blade,3.7
zbitOjz,Razer,Blade,3.8
8skhfZc,Razer,Blade,3.0
2TcDziK,Razer,Blade,3.4
URBfvLv,Razer,Blade,3.3
YcOhiBy,Razer,Blade,3.6
E6gMXnG,Lenovo,Legion,3.6
w9J5O8E,Acer,Predator,3.8
zHazzBC,Razer,Blade,3.3
LH0Mu1b,HP,Omen,3.8
dh2RzLe,Razer,Blade,3.5
PCr8QkK,Razer,Blade,3.6
rQ5zkcj,Razer,Blade,3.5
LObGKrD,Asus,ROG,3.4
3zfHCXG,Razer,Blade,3.6
W8DuP1F,Razer,Blade,3.1
FcoUBE7,Razer,Blade,3.4
AvCOz4A,Razer,Blade,3.1
KtFpGWA,Razer,Blade,3.1
jzekOCC,Razer,Blade,3.2
54ZlmAI,Acer,Predator,3.4
z0TjzAK,Razer,Blade,3.7
hWyVbXF,Razer,Blade,3.8
riYX8SY,Razer,Blade,3.2
Z0zDBFm,Alienware,Area-51,3.2
PHEbkjL,Razer,Blade,3.0
ZFLhJMR,Razer,Blade,3.6
5aLJuOy,Lenovo,Legion,3.5
bliiuIm,Alienware,Area-51,3.5
9SCLk01,Razer,Blade,3.6
eFJ0stB,Asus,ROG,3.4
IoXQZC2,Razer,Blade,3.6
JcbVmO2,MSI,Raider,3.4
8AE51SS,Razer,Blade,3.4
S3gDsOn,Razer,Blade,3.6
rq0236m,Razer,Blade,3.6
1oXZbyj,Razer,Blade,3.1
MnpNUbQ,MSI,Raider,3.6
gAGgcON,Lenovo,Legion,3.6
ENlwEQQ,Razer,Blade,3.4
poCNicI,Razer,Blade,3.4
gwh2wwX,Razer,Blade,3.2
ChesIjX,Acer,Predator,3.8
996X63e,Acer,Predator,3.8
K7ZMYa6,MSI,Raider,3.7
jGgPMzC,Razer,Blade,3.7
g7PAGHe,Razer,Blade,3.4
itqBU2f,Razer,Blade,3.7
8LX7kYB,Razer,Blade,3.4
FsoQfm8,Razer,Blade,3.8
e5w6PEn,Razer,Blade,3.4
QJX51Bg,Razer,Blade,3.0
WCcNIPD,MSI,Raider,3.3
80LZt01,Razer,Blade,3.5
s7OU345,Razer,Blade,3.6
GO8UiKj,Razer,Blade,3.5
CquJhhe,Razer,Blade,3.5
1J7zeTs,Razer,Blade,3.2
wo0msvr,Razer,Blade,3.2
9XlgDvw,Razer,Blade,3.8
zb1BvEG,Razer,Blade,3.5
lzbCuCQ,Razer,Blade,3.4
3oT40P7,Lenovo,Legion,3.6
9923N3q,Razer,Blade,3.3
RvYnMg7,Razer,Blade,3.5
N0CdBE2,Razer,Blade,3.8
5xCJ0vn,Razer,Blade,3.6
tEPfAEt,Razer,Blade,3.6
lExfcs5,Alienware,Area-51,3.7
XHktFeq,Alienware,Area-51,3.6
6wLZSu2,Razer,Blade,3.0
cJIZast,Razer,Blade,3.5
hYnrz0F,Razer,Blade,3.3
32famEV,Acer,Predator,3.6
WBrmvaA,Razer,Blade,3.8
zQBjRWQ,Razer,Blade,3.0
pf5Rk7G,Razer,Blade,3.2
nt1Dt5y,Razer,Blade,3.1
LCaJ3FF,Razer,Blade,3.8
9g1Zoey,Razer,Blade,3.8
qkCuLo8,Razer,Blade,3.7
XUxqukq,Razer,Blade,3.6
tzUGZr0,Razer,Blade,3.1
GZqXzHl,HP,Omen,3.0
yHwIV1y,Alienware,Area-51,3.4
UMPbkdK,Razer,Blade,3.3
57q0WPl,Razer,Blade,3.2
3qKTNkp,Razer,Blade,3.6
kJ7kEJX,MSI,Raider,3.0
oCdlKYF,Razer,Blade,3.7
aty3acj,Razer,Blade,3.6
BP4Tf0O,MSI,Raider,3.0
l71fmo3,Razer,Blade,3.6
fXCk6Ef,Razer,Blade,3.6
qv2hWMl,Razer,Blade,3.1
EjDGpzQ,Razer,Blade,3.2
NDl6jCw,Asus,ROG,3.8
TAmMfTk,MSI,Raider,3.1
hYrND38,HP,Omen,3.8
M8eeQVb,Razer,Blade,3.6
au7fLYi,Alienware,Area-51,3.7
tYVAFFB,Razer,Blade,3.7
OHwkQ8X,HP,Omen,3.0
qqugjJ6,Razer,Blade,3.3
6rZUNOM,Razer,Blade,3.7
0D3dCjA,Razer,Blade,3.5
f3kgnnI,Razer,Blade,3.8
Jd9IB4U,Alienware,Area-51,3.3
Uk5AcKy,Razer,Blade,3.1
R0xKGH9,Razer,Blade,3.7
qYpdLEI,Razer,Blade,3.3
PyMyCzN,Razer,Blade,3.6
cGlaEag,Alienware,Area-51,3.6
1IZTgTp,Razer,Blade,3.6
LFszK8n,Lenovo,Legion,3.4
qB0Qfwl,Razer,Blade,3.0
3dBYdtR,Razer,Blade,3.2
AarAbmT,Lenovo,Legion,3.0
djzmUxl,Razer,Blade,3.1
tLbbg1i,MSI,Raider,3.7
oUpu1e8,Razer,Blade,3.1
AGsEzfY,Razer,Blade,3.6
tZ4MJae,Lenovo,Legion,3.5
PU4GTcb,Razer,Blade,3.3
W8jb8Hf,Razer,Blade,3.3
4GG5yAM,Razer,Blade,3.4
b6vozV8,Razer,Blade,3.2
AgrKUJM,Razer,Blade,3.1
q8mYP0d,Razer,Blade,3.4
hY15hGu,Razer,Blade,3.3
7HXFUaU,Lenovo,Legion,3.2
BAdEBVl,Acer,Predator,3.7
KaJbJ3M,Razer,Blade,3.8
HNcxCBn,Razer,Blade,3.7
EjNCjdy,Lenovo,Legion,3.8
XPtj74y,Razer,Blade,3.6
7SHcTFa,Razer,Blade,3.0
PxjaBiN,Razer,Blade,3.6
ZmBpV6z,Razer,Blade,3.4
lP5lMBL,Razer,Blade,3.4
UD7hetQ,Razer,Blade,3.2
JE56MLL,Acer,Predator,3.4
FR8WdOa,Razer,Blade,3.8
hdLSK5t,Razer,Blade,3.4
iPln2Cx,Razer,Blade,3.3
Khd5uZx,Alienware,Area-51,3.6
Xf5HAiy,Razer,Blade,3.5
iEhSJ5L,Lenovo,Legion,3.3
rQYV6ZS,Razer,Blade,3.2
0wCgOsq,Razer,Blade,3.3
APcjlbo,Razer,Blade,3.3
L5cQrMd,Razer,Blade,3.7
tyLmiRl,Razer,Blade,3.7
5T14Qa2,Razer,Blade,3.0
qlEK6hr,Razer,Blade,3.1
4rhtilw,Razer,Blade,3.3
aQwYZKg,Acer,Predator,3.5
tR3pnx6,HP,Omen,3.1
bBBZOs4,MSI,Raider,3.0
dBy2JW0,Alienware,Area-51,3.5
4JhygWr,Acer,Predator,3.3
OyPVVtO,Lenovo,Legion,3.5
JFewN5i,Razer,Blade,3.0
0w11fU4,Lenovo,Legion,3.1
FyFDOz1,Razer,Blade,3.7
ahIEqrG,Razer,Blade,3.8
eeP1b4A,Acer,Predator,3.1
U1kxruc,Razer,Blade,3.3
bWQnGeb,Razer,Blade,3.5
tE6cR21,Razer,Blade,3.2
RJxHy9o,Asus,ROG,3.4
AOsSXta,Razer,Blade,3.1
BtMIn5d,Asus,ROG,3.2
1FYaY86,Asus,ROG,3.3
LKrEROm,Alienware,Area-51,3.4
CS2nmTm,MSI,Raider,3.7
avdgpWP,MSI,Raider,3.4
My2t7U3,Asus,ROG,3.8
LSeb3Nw,Razer,Blade,3.6
LT7nj5b,Alienware,Area-51,3.0
cTtOkXV,Razer,Blade,3.2
57fL73N,HP,Omen,3.3
PeOcwRK,Alienware,Area-51,3.7
Oo1oV8O,Lenovo,Legion,3.4
Nd9Oh42,MSI,Raider,3.0
vukivmk,Razer,Blade,3.2
SW1lorR,Asus,ROG,3.6
DZtpuSF,Razer,Blade,3.1
ZwpZP6j,Razer,Blade,3.0
ga6RXac,Razer,Blade,3.3
RaRMLPf,Lenovo,Legion,3.0
Np3bmgt,Razer,Blade,3.2
iScD42j,Lenovo,Legion,3.8
Mhau32h,Razer,Blade,3.4
6NBRoH5,Alienware,Area-51,3.5
wEwWGSP,Razer,Blade,3.7
CvqCLGq,Razer,Blade,3.0
M53tajs,HP,Omen,3.3
6MoDMM3,Alienware,Area-51,3.8
GRqB7pq,Razer,Blade,3.4
uipubsR,Razer,Blade,3.5
WmhPAo7,Acer,Predator,3.4
vUuPotz,Acer,Predator,3.6
YbGmgKj,Razer,Blade,3.0
9tbxqrq,Razer,Blade,3.3
5ncBptR,HP,Omen,3.8
PZi1o0A,Razer,Blade,3.1
gQ3Okf6,Lenovo,Legion,3.1
pF3oNT5,Lenovo,Legion,3.4
y01HmHA,Alienware,Area-51,3.0
93csIgj,Razer,Blade,3.4
gCvkbNP,HP,Omen,3.6
takDrsb,Razer,Blade,3.3
4hxT8I2,Razer,Blade,3.0
K2yY8ur,Alienware,Area-51,3.6
iVE5czj,Razer,Blade,3.6
Oq50uCx,Razer,Blade,3.2
WP5DpnF,Razer,Blade,3.7
azP2xhH,Razer,Blade,3.3
rApGmia,Razer,Blade,3.8
P64sIRD,Razer,Blade,3.3
jIEoxx5,Lenovo,Legion,3.0
t7z88wd,Razer,Blade,3.6
kUCUUTE,MSI,Raider,3.5
4lm0P7c,HP,Omen,3.0
xDTYBEj,Razer,Blade,3.0
IjPMcTr,MSI,Raider,3.2
Q9EETTV,HP,Omen,3.7
AOqTbTA,HP,Omen,3.1
mEsb2hU,Razer,Blade,3.2
KErLIfL,MSI,Raider,3.0
9LTHv1k,Razer,Blade,3.6
Lu69wIQ,MSI,Raider,3.0
IVxNlsC,Lenovo,Legion,3.8
HMQNAZs,Alienware,Area-51,3.8
aaqEOmw,Razer,Blade,3.7
USFQd53,Razer,Blade,3.7
z9ug3py,Razer,Blade,3.1
bjI97LT,Razer,Blade,3.4
TZjluFZ,Razer,Blade,3.0
XNBwovg,Razer,Blade,3.8
4hQAyju,Razer,Blade,3.1
LTe47Ta,MSI,Raider,3.4
cGcRp2i,Razer,Blade,3.4
XkGxOGs,MSI,Raider,3.8
7f1pUlQ,Razer,Blade,3.8
JZnarwA,Razer,Blade,3.0
CMNtjvI,MSI,Raider,3.7
Wpa3bPK,Razer,Blade,3.7
LcLh5HB,Lenovo,Legion,3.3
zZnjym0,Alienware,Area-51,3.0
HMSVX9h,Razer,Blade,3.6
wbQz3UB,Razer,Blade,3.0
FmT0wbS,Razer,Blade,3.4
W4RZTuf,HP,Omen,3.2
z2i7gDC,Razer,Blade,3.0
KdrNZfC,MSI,Raider,3.8
BiUetvo,Acer,Predator,3.2
W51SojZ,Razer,Blade,3.1
MCmHuYw,Razer,Blade,3.3
nPFnA65,Razer,Blade,3.1
4W2wwQV,Lenovo,Legion,3.3
4AWkQxS,Razer,Blade,3.0
QyqOGKK,Razer,Blade,3.7
cCaCSjb,Razer,Blade,3.7
4PeLWVH,Lenovo,Legion,3.2
ccxmpZl,Asus,ROG,3.7
s4hFZ3f,Razer,Blade,3.2
2I7UJ4L,Alienware,Area-51,3.4
fMI7jg0,Razer,Blade,3.5
p3U4nkm,Razer,Blade,3.3
XXyVCUO,Acer,Predator,3.8
PWCAnfL,Razer,Blade,3.4
l35cfBB,Razer,Blade,3.5
oOqUtAn,HP,Omen,3.2
qkVrXQG,Razer,Blade,3.6
jxAZI4R,Razer,Blade,3.8
7MWZCgP,Razer,Blade,3.7
IpK5TFT,Razer,Blade,3.2
bGBo82d,Asus,ROG,3.8
i7rQRpA,Razer,Blade,3.7
PZSSeM5,Razer,Blade,3.7
DVoJefh,Asus,ROG,3.3
gmluNO0,Razer,Blade,3.3
GBdYEGh,Razer,Blade,3.0
B6H7q1L,Asus,ROG,3.7
yZ7iFM3,Razer,Blade,3.3
hHkCtiI,Razer,Blade,3.0
28qJwjC,Razer,Blade,3.6
wD8BIhx,MSI,Raider,3.5
Vi12hut,Razer,Blade,3.2
jEasADC,Razer,Blade,3.6
kpJoYsP,MSI,Raider,3.2
L9dF2z3,Razer,Blade,3.1
nJzGoPc,Lenovo,Legion,3.3
SJuxCYD,MSI,Raider,3.1
oghgncF,MSI,Raider,3.0
mgFWutS,HP,Omen,3.6
Pi82k0Q,MSI,Raider,3.3
7LoiIxy,Razer,Blade,3.7
F00EhNL,Lenovo,Legion,3.7
CyG9QXl,Razer,Blade,3.3
l7pdAC9,Razer,Blade,3.1
aWwLZm9,Acer,Predator,3.2
kVsOf8c,Razer,Blade,3.3
Au9ITMA,Razer,Blade,3.8
bONJlqX,HP,Omen,3.8
ByjrKBz,MSI,Raider,3.5
1Ese9i0,MSI,Raider,3.8
Cp2g4e1,Razer,Blade,3.4
XP8BVg1,Alienware,Area-51,3.8
KVo43RH,Razer,Blade,3.7
KnZGegY,MSI,Raider,3.6
Ed6CgNV,Razer,Blade,3.1
KKcypzx,MSI,Raider,3.1
Lv3bK17,Razer,Blade,3.1
ShGKaFU,Alienware,Area-51,3.1
G7MHuoS,Alienware,Area-51,3.4
fzNqbSe,Alienware,Area-51,3.2
Qq2Dhth,Razer,Blade,3.2
xEyrnHS,Razer,Blade,3.5
mhGYOPH,HP,Omen,3.3
byavir1,Razer,Blade,3.5
u5XR8rV,Razer,Blade,3.5
Us3zdxt,MSI,Raider,3.4
C5alKQn,Acer,Predator,3.7
JDNU6ex,HP,Omen,3.4
nkg90Fq,Acer,Predator,3.5
CZHrG8U,Acer,Predator,3.3
dLH1eJb,Razer,Blade,3.4
0kLzLQL,Asus,ROG,3.4
ZMQoflo,Razer,Blade,3.6
VbwBmpn,Razer,Blade,3.3
kSIxhpb,Razer,Blade,3.6
44aTTnk,Alienware,Area-51,3.2
WOSTrzB,Asus,ROG,3.5
XrqzeOw,Razer,Blade,3.7
zJVwai0,Razer,Blade,3.5
sCLvca6,MSI,Raider,3.3
pZKsiVF,Acer,Predator,3.6
IMQyTdZ,Acer,Predator,3.7
TQeOUri,Acer,Predator,3.6
ak4Z489,Razer,Blade,3.8
8cs1abL,Alienware,Area-51,3.7
OEk6f82,Acer,Predator,3.6
CorbNS5,Alienware,Area-51,3.8
NdePLc4,Razer,Blade,3.5
hVyqwbj,Asus,ROG,3.3
Cai6Pb0,MSI,Raider,3.7
gWLBrM4,Asus,ROG,3.3
PGasapn,MSI,Raider,3.0
0bW4eTF,Razer,Blade,3.8
bgCVSAj,Razer,Blade,3.1
5Rn6VrF,MSI,Raider,3.8
GqMLEFH,Lenovo,Legion,3.7
C51q4si,Razer,Blade,3.5
f7Ix1e3,Razer,Blade,3.1
MXPpYLE,Razer,Blade,3.4
4DIFkOO,Razer,Blade,3.2
4TAVoR2,Acer,Predator,3.2
RsNgYog,Razer,Blade,3.7
yICzNKJ,Razer,Blade,3.5
5vj4H6q,Razer,Blade,3.2
REswRN4,Razer,Blade,3.7
j9Z73s2,HP,Omen,3.3
N4RApPT,Razer,Blade,3.4
qqfF2HF,Razer,Blade,3.6
RZSepQS,Razer,Blade,3.4
PabgEQB,Asus,ROG,3.3
u2gXOIb,Razer,Blade,3.1
5MufCPh,Acer,Predator,3.6
7hzmkNr,Lenovo,Legion,3.4
gxsnNYd,Razer,Blade,3.0
8xObJZk,Razer,Blade,3.8
62gX2d5,MSI,Raider,3.6
VXhKHKk,Lenovo,Legion,3.8
CzXRpoX,Razer,Blade,3.7
W6ZM7H8,Razer,Blade,3.7
JzxWmDO,Razer,Blade,3.7
JNhMdbc,Lenovo,Legion,3.2
ClIBcmB,Razer,Blade,3.3
oPocKnn,Razer,Blade,3.1
2TYlgQm,Razer,Blade,3.3
K1Nh3J6,Razer,Blade,3.4
KNp2o7I,Lenovo,Legion,3.3
YkiCb61,HP,Omen,3.1
r7F4LZm,Razer,Blade,3.0
7sVdPOO,Razer,Blade,3.3
stAPmvJ,Razer,Blade,3.3
ggTxGp4,Razer,Blade,3.3
UfiQ25K,Razer,Blade,3.8
jfmWcvl,Lenovo,Legion,3.8
gfZxKQq,Razer,Blade,3.8
OJXlnSx,Razer,Blade,3.1
PNLYW82,Lenovo,Legion,3.5
BELSUE0,Razer,Blade,3.7
m3Rqp5v,HP,Omen,3.5
oEJ4dJR,Razer,Blade,3.5
9ev9j66,Razer,Blade,3.5
jUbbE6g,Razer,Blade,3.8
s6u0nmj,Razer,Blade,3.0
iTE1Ck0,Lenovo,Legion,3.3
DC7oiJ8,MSI,Raider,3.8
MpP2JbK,Asus,ROG,3.3
o7vFo6K,Razer,Blade,3.4
pOoueKc,HP,Omen,3.0
cV1E2ru,Acer,Predator,3.6
vB20dyY,Acer,Predator,3.7
muPQnvv,Razer,Blade,3.4
Nez2FVs,Asus,ROG,3.6
WcD2HQu,HP,Omen,3.4
bjK5WWJ,Razer,Blade,3.4
CHugkRF,Razer,Blade,3.8
FGt9UpQ,Razer,Blade,3.4
VkMeeIZ,Lenovo,Legion,3.0
ehoz8PV,Asus,ROG,3.0
T6aHWuE,MSI,Raider,3.2
bSwWkup,Razer,Blade,3.2
NaZKjjX,Razer,Blade,3.2
absIcM1,Razer,Blade,3.2
0lCiWBk,Razer,Blade,3.3
QjbANLZ,HP,Omen,3.7
M5mVqhX,Alienware,Area-51,3.7
WIjXvYY,Asus,ROG,3.1
7Q1z2mq,Razer,Blade,3.1
l5TfHKN,MSI,Raider,3.4
I09OnTd,Razer,Blade,3.1
p9FhUV0,Asus,ROG,3.7
LQDZWIV,MSI,Raider,3.5
DwovzUW,HP,Omen,3.2
HPVXFhz,Razer,Blade,3.5
wWPF6mp,Acer,Predator,3.0
b20bue0,Razer,Blade,3.6
HgHe7nX,Acer,Predator,3.0
AkXSpNp,MSI,Raider,3.4
R39Hifk,Alienware,Area-51,3.4
doZll8l,Razer,Blade,3.6
JAc1lJA,Razer,Blade,3.3
Wv9bgDe,Razer,Blade,3.1
vFffX6C,Razer,Blade,3.5
AGNF2nv,Razer,Blade,3.3
GnSrqPu,Razer,Blade,3.0
meunMEd,Asus,ROG,3.8
6vAUMi4,HP,Omen,3.6
cboY3Xh,Alienware,Area-51,3.6
pI7Flpz,HP,Omen,3.2
urtABtC,HP,Omen,3.3
tKDYNF8,Razer,Blade,3.0
cpft77U,Alienware,Area-51,3.7
64UFWuJ,Razer,Blade,3.3
WiErUUX,MSI,Raider,3.3
OFFZuo7,Alienware,Area-51,3.2
VYJGhme,Razer,Blade,3.8
6HjQMKB,Razer,Blade,3.3
x3P9KRu,Razer,Blade,3.6
d6axPyC,Razer,Blade,3.7
ijBwOTO,Razer,Blade,3.2
Lb820eU,Razer,Blade,3.6
B6Ow26H,Razer,Blade,3.7
LlOwWPj,Razer,Blade,3.6
oXXmXS8,Acer,Predator,3.5
Ix1HQwx,Razer,Blade,3.6
5m8X1ww,Asus,ROG,3.1
vu7i3Jx,Asus,ROG,3.2
qRueDBJ,Lenovo,Legion,3.8
lzyMkxn,Razer,Blade,3.7
Lx9xtYz,Razer,Blade,3.1
LapxUhr,Razer,Blade,3.0
